split,date,experiment,seed,loss,n_epochs,batch_size,ood_ratio,imsize,detector,l1_AUROC,l1_AUPR-IN,l1_AUPR-OUT,l1_ACC95TPR,l1_FPR95TPR,l2_AUROC,l2_AUPR-IN,l2_AUPR-OUT,l2_ACC95TPR,l2_FPR95TPR,l3_AUROC,l3_AUPR-IN,l3_AUPR-OUT,l3_ACC95TPR,l3_FPR95TPR
split2,2022_08_08,1,6244298157479741865,oe,100,128,0.2,big,ODIN,0.5553730726242065,0.26067519187927246,0.8176150321960449,0.38278183341026306,0.8087021708488464,0.7184363603591919,0.3660685420036316,0.9119945764541626,0.45840761065483093,0.6706676483154297,0.6872037053108215,0.19054818153381348,0.9414017200469971,0.40508806705474854,0.676669180393219
split2,2022_08_08,1,6244298157479741865,oe,100,128,0.2,big,Softmax,0.7989405393600464,0.4717840850353241,0.9278321266174316,0.5726304054260254,0.554763674736023,0.8068706393241882,0.4401451647281647,0.9413011074066162,0.5050504803657532,0.6117779612541199,0.728995680809021,0.2152530401945114,0.9525191783905029,0.48988911509513855,0.5791447758674622
split2,2022_08_08,1,6244298157479741865,oe,100,128,0.2,big,NegativeEnergy,0.8392952680587769,0.5060222148895264,0.9445056319236755,0.6763880848884583,0.4159789979457855,0.6333037614822388,0.2594881057739258,0.8770976066589355,0.3636363744735718,0.7903226017951965,0.4749681353569031,0.11995963007211685,0.8725658655166626,0.19699934124946594,0.9159789681434631
split2,2022_08_08,2,6244298157479741865,oe,100,128,0.2,big,ODIN,0.5705684423446655,0.2700648903846741,0.8255143165588379,0.39007291197776794,0.7989497184753418,0.7197648286819458,0.3726872205734253,0.9046547412872314,0.38918596506118774,0.7580645084381104,0.7019542455673218,0.20375289022922516,0.945125162601471,0.4197651743888855,0.6597899198532104
split2,2022_08_08,2,6244298157479741865,oe,100,128,0.2,big,Softmax,0.7993097901344299,0.46846142411231995,0.9284732341766357,0.5835670232772827,0.5401350259780884,0.8041021823883057,0.43648025393486023,0.9396272301673889,0.4795008897781372,0.6440359950065613,0.7242685556411743,0.20980994403362274,0.9522735476493835,0.492824524641037,0.5757689476013184
split2,2022_08_08,2,6244298157479741865,oe,100,128,0.2,big,NegativeEnergy,0.8150712251663208,0.47294285893440247,0.9349586963653564,0.6208637356758118,0.49024754762649536,0.6803964972496033,0.2896449863910675,0.897244930267334,0.4031491279602051,0.7404351234436035,0.4862453043460846,0.12290289998054504,0.8783808350563049,0.20417481660842896,0.9077269434928894
split2,2022_08_08,3,6244298157479741865,oe,100,128,0.2,big,ODIN,0.5165824890136719,0.2386167198419571,0.7979346513748169,0.34604600071907043,0.8578394651412964,0.7323119044303894,0.3821854889392853,0.9166072607040405,0.46761736273765564,0.6590397357940674,0.6970085501670837,0.21478556096553802,0.9418977499008179,0.3904109597206116,0.6935483813285828
split2,2022_08_08,3,6244298157479741865,oe,100,128,0.2,big,Softmax,0.7913932800292969,0.45789477229118347,0.9269241690635681,0.5956253409385681,0.5240060091018677,0.8102138042449951,0.441472589969635,0.9438140988349915,0.5202020406723022,0.5926481485366821,0.733407735824585,0.21960903704166412,0.9536260962486267,0.485649049282074,0.5840210318565369
split2,2022_08_08,3,6244298157479741865,oe,100,128,0.2,big,NegativeEnergy,0.8186692595481873,0.46633362770080566,0.9408438205718994,0.6909703016281128,0.39647412300109863,0.7094413638114929,0.31568339467048645,0.9092472791671753,0.45840761065483093,0.6706676483154297,0.5390894412994385,0.14024674892425537,0.8926423788070679,0.21983039379119873,0.8897224068641663
split2,2022_08_08,4,6244298157479741865,oe,100,128,0.2,big,ODIN,0.5461121201515198,0.2523983120918274,0.8107413053512573,0.3606281578540802,0.8383345603942871,0.7247436046600342,0.3635685443878174,0.9157465696334839,0.4863339364528656,0.635408878326416,0.6747458577156067,0.20070314407348633,0.9354328513145447,0.33561643958091736,0.7565641403198242
split2,2022_08_08,4,6244298157479741865,oe,100,128,0.2,big,Softmax,0.7792028188705444,0.43702492117881775,0.9219843149185181,0.5715087056159973,0.5562640428543091,0.8006033897399902,0.42421939969062805,0.9405453205108643,0.5154486298561096,0.5986496806144714,0.7093905210494995,0.2087627649307251,0.9459302425384521,0.3992172181606293,0.6834208369255066
split2,2022_08_08,4,6244298157479741865,oe,100,128,0.2,big,NegativeEnergy,0.790585994720459,0.44393473863601685,0.9246859550476074,0.6065619587898254,0.5093773603439331,0.5964511036872864,0.23694568872451782,0.8620405793190002,0.35472372174263,0.8015754222869873,0.4571821093559265,0.11661505699157715,0.8563450574874878,0.15622961521148682,0.9628657102584839
split2,2022_08_08,5,6244298157479741865,oe,100,128,0.2,big,ODIN,0.4812594950199127,0.22988241910934448,0.7714470624923706,0.3168816566467285,0.8968492150306702,0.73566073179245,0.382100909948349,0.9189642667770386,0.49584075808525085,0.6234058737754822,0.6978235244750977,0.20902232825756073,0.9441190361976624,0.43085452914237976,0.6470367312431335
split2,2022_08_08,5,6244298157479741865,oe,100,128,0.2,big,Softmax,0.7524760365486145,0.4050453305244446,0.9115176200866699,0.5462703108787537,0.5900225043296814,0.8083691596984863,0.4383702576160431,0.9436709880828857,0.5389186143875122,0.569017231464386,0.74652099609375,0.23580728471279144,0.9557456374168396,0.4876059889793396,0.5817704200744629
split2,2022_08_08,5,6244298157479741865,oe,100,128,0.2,big,NegativeEnergy,0.7799313068389893,0.4231169521808624,0.9235021471977234,0.5959057807922363,0.5236309170722961,0.6663818955421448,0.28399819135665894,0.8910029530525208,0.39691027998924255,0.7483120560646057,0.6519509553909302,0.17363476753234863,0.932693362236023,0.359099805355072,0.7295573949813843
