split,date,experiment,seed,loss,n_epochs,batch_size,im_size,detector,ID_accuracy,l1_AUROC,l2_AUROC,all_AUROC,l1_FPR95TPR,l2_FPR95TPR,all_FPR95TPR,dogs_AUROC,places_AUROC,cars_AUROC,cfg_AUROC,dogs_FPR95TPR,places_FPR95TPR,cars_FPR95TPR,cfg_FPR95TPR
military,2022-10-07,2,1000001,cutmix,100,20,big,Softmax,0.9536082474226805,0.9548807740211487,0.7841935753822327,0.9310237765312195,0.19484536349773407,0.8298969268798828,0.40515464544296265,0.9825809001922607,0.9400030970573425,0.9913530945777893,0.971312403678894,0.08940081298351288,0.2969682514667511,0.028169013559818268,0.17223681509494781
military,2022-10-07,3,1000002,cutmix,100,20,big,Softmax,0.9525773195876288,0.9479361772537231,0.795153021812439,0.9265815019607544,0.20000000298023224,0.876288652420044,0.4257732033729553,0.9816733598709106,0.9342843890190125,0.9900550246238708,0.9686709642410278,0.09906899183988571,0.2754833996295929,0.03926951438188553,0.1638815999031067
military,2022-10-07,4,1000003,cutmix,100,20,big,Softmax,0.954639175257732,0.9465940594673157,0.789747953414917,0.9246716499328613,0.2546391785144806,0.8268041014671326,0.4865979254245758,0.978797197341919,0.9362662434577942,0.9791113138198853,0.9647249579429626,0.09572690725326538,0.23311053216457367,0.07794222980737686,0.15528765320777893
military,2022-10-07,5,1000004,cutmix,100,20,big,Softmax,0.9536082474226805,0.9284356236457825,0.7873836755752563,0.9087206721305847,0.3752577304840088,0.8298969268798828,0.5505154728889465,0.9848413467407227,0.9475371837615967,0.9910436272621155,0.9744739532470703,0.05669610947370529,0.19957029819488525,0.03270470350980759,0.11303413659334183

military,2022-10-24,1,1000000,quad,100,20,big,Softmax,0.9536082474226805,0.9747703671455383,0.8758722543716431,0.9609473347663879,0.11443299055099487,0.545360803604126,0.18453608453273773,0.9910339117050171,0.9553143978118896,0.9926256537437439,0.9796580672264099,0.04392456263303757,0.1953926980495453,0.026497971266508102,0.10957269370555878
military,2022-10-24,2,1000001,quad,100,20,big,Softmax,0.9494845360824742,0.9392921328544617,0.7773485779762268,0.9166571497917175,0.2639175355434418,0.8278350234031677,0.47216495871543884,0.9957517385482788,0.9830657243728638,0.9963197708129883,0.9917124509811401,0.017426593229174614,0.07233230024576187,0.009548818692564964,0.036404870450496674
military,2022-10-24,3,1000002,quad,100,20,big,Softmax,0.9577319587628866,0.9770925641059875,0.8586018085479736,0.9605309963226318,0.07938144356012344,0.699999988079071,0.16597938537597656,0.9626872539520264,0.9185349941253662,0.9296256899833679,0.9369493126869202,0.2036285549402237,0.4369778037071228,0.5435664653778076,0.42158031463623047
military,2022-10-24,4,1000003,quad,100,20,big,Softmax,0.9536082474226805,0.9631298780441284,0.8283637166023254,0.9442935585975647,0.15360824763774872,0.7391752600669861,0.25979381799697876,0.9867419600486755,0.9578210711479187,0.9866900444030762,0.9770843982696533,0.06397708505392075,0.18548579514026642,0.06326092034578323,0.11936023086309433
military,2022-10-24,5,1000004,quad,100,20,big,Softmax,0.9556701030927836,0.9685789346694946,0.8530580401420593,0.9524325132369995,0.1206185594201088,0.6742268204689026,0.1762886643409729,0.9849178791046143,0.9611539244651794,0.9924023747444153,0.9794914126396179,0.07233230024576187,0.19133444130420685,0.030675578862428665,0.10814036428928375

military,2022-10-25,1,1000000,ternary,100,20,big,Softmax,0.9515463917525773,0.9683078527450562,0.8579917550086975,0.9528887867927551,0.11443299055099487,0.6711339950561523,0.19484536349773407,0.9729217886924744,0.9313583970069885,0.9793922901153564,0.9612241387367249,0.10014323145151138,0.2667701244354248,0.06970637291669846,0.15743614733219147
military,2022-10-25,2,1000001,ternary,100,20,big,Softmax,0.9536082474226805,0.9390681982040405,0.790503740310669,0.9183033108711243,0.2876288592815399,0.7855669856071472,0.46597936749458313,0.9790502190589905,0.9438329935073853,0.9829281568527222,0.9686037302017212,0.09477201849222183,0.23346860706806183,0.06517068296670914,0.14347100257873535
military,2022-10-25,3,1000002,ternary,100,20,big,Softmax,0.9556701030927836,0.9570435285568237,0.8384326696395874,0.9404653310775757,0.1628866046667099,0.7103092670440674,0.25773194432258606,0.9688264727592468,0.9211178421974182,0.9751290678977966,0.9550244808197021,0.10444019734859467,0.2561470568180084,0.08044879138469696,0.16996896266937256
military,2022-10-25,4,1000003,ternary,100,20,big,Softmax,0.9567010309278351,0.9550800919532776,0.836591362953186,0.9385188817977905,0.1608247458934784,0.7515463829040527,0.2505154609680176,0.9831448793411255,0.9452691674232483,0.9902718663215637,0.9728952646255493,0.07901646941900253,0.21723560988903046,0.03759847208857536,0.12759608030319214
military,2022-10-25,5,1000004,ternary,100,20,big,Softmax,0.9597938144329897,0.9565896987915039,0.8256742358207703,0.9382914900779724,0.15773196518421173,0.7247422933578491,0.24432989954948425,0.98396235704422,0.9403676390647888,0.9892471432685852,0.9711924195289612,0.06003819406032562,0.23215565085411072,0.0359274297952652,0.13093817234039307
