split,date,experiment,seed,loss,n_epochs,batch_size,im_size,detector,ID_accuracy,l1_AUROC,l2_AUROC,l3_AUROC,all_AUROC,l1_FPR95TPR,l2_FPR95TPR,l3_FPR95TPR,all_FPR95TPR,dogs_AUROC,places_AUROC,cars_AUROC,cfg_AUROC,dogs_FPR95TPR,places_FPR95TPR,cars_FPR95TPR,cfg_FPR95TPR

split1,2022-08-25,5,1000001,ternary,100,20,big,Softmax,0.9388762338648443,0.9467921853065491,0.8307498097419739,0.8375098705291748,0.8765660524368286,0.1473044753074646,0.6123766303062439,0.38268792629241943,0.4589977264404297,0.9861181378364563,0.9836235046386719,0.8992407917976379,0.9563273787498474,0.07285714149475098,0.08571428805589676,0.5166666507720947,0.2866666615009308
split1,2022-08-25,1,10000002,ternary,100,20,big,Softmax,0.9365983295368261,0.9473006725311279,0.875257134437561,0.7838808298110962,0.8809460401535034,0.13781321048736572,0.42293089628219604,0.6032649874687195,0.48936977982521057,0.93636554479599,0.9555259346961975,0.9315734505653381,0.9411550164222717,0.32380953431129456,0.25952380895614624,0.4399999976158142,0.3452380895614624
split1,2022-08-25,2,10000003,ternary,100,20,big,Softmax,0.9388762338648443,0.9478203058242798,0.8439837098121643,0.8309881687164307,0.8804463744163513,0.12376613169908524,0.5914958119392395,0.45937737822532654,0.46772968769073486,0.997464656829834,0.9960904121398926,0.9405254125595093,0.978026807308197,0.006666666828095913,0.011904762126505375,0.3742857277393341,0.13809524476528168
split1,2022-08-26,1,100004,ternary,100,20,big,Softmax,0.9403948367501899,0.9410350322723389,0.8461705446243286,0.7880291938781738,0.8684662580490112,0.15679575502872467,0.5364464521408081,0.5220197439193726,0.49810174107551575,0.9313639402389526,0.9686243534088135,0.9039843082427979,0.9346575140953064,0.27714285254478455,0.17952381074428558,0.5414285659790039,0.3442857265472412
split1,2022-08-26,1,100005,ternary,100,20,big,Softmax,0.9369779802581625,0.9498334527015686,0.8792012929916382,0.8259361982345581,0.8934266567230225,0.1332574039697647,0.4031890630722046,0.4521639943122864,0.3845861852169037,0.9974165558815002,0.9966568350791931,0.9445928931236267,0.9795554876327515,0.006666666828095913,0.006666666828095913,0.3685714304447174,0.11857143044471741

split2,2022-09-13,1,1000000,ternary,100,20,big,Softmax,0.9264816204051013,0.9590702652931213,0.8577494621276855,0.829934298992157,0.89778071641922,0.11327832192182541,0.569767415523529,0.36909228563308716,0.3484621047973633,0.9967613220214844,0.9964266419410706,0.9355074763298035,0.9762318134307861,0.012500000186264515,0.013500000350177288,0.4090000092983246,0.14949999749660492
split2,2022-09-13,2,1000001,ternary,100,20,big,Softmax,0.9298574643660915,0.9586212635040283,0.8617839217185974,0.7590466737747192,0.8848133087158203,0.11815454065799713,0.49962490797042847,0.6440359950065613,0.5015003681182861,0.7809203863143921,0.8996027112007141,0.9229487180709839,0.8678238391876221,0.7994999885559082,0.656000018119812,0.4909999966621399,0.7039999961853027
split2,2022-09-13,3,1000002,ternary,100,20,big,Softmax,0.9253563390847712,0.9519737958908081,0.8465999960899353,0.8037391901016235,0.8854461312294006,0.1305326372385025,0.6541635394096375,0.4801200330257416,0.4827456772327423,0.9847680330276489,0.9604612588882446,0.9265244007110596,0.957251250743866,0.09849999845027924,0.24449999630451202,0.44999998807907104,0.27900001406669617
split2,2022-09-13,4,1000003,ternary,100,20,big,Softmax,0.9306076519129782,0.9559014439582825,0.8017321228981018,0.7698128819465637,0.8647244572639465,0.12265566736459732,0.9051012992858887,0.6639159917831421,0.6369092464447021,0.6693083047866821,0.7483657598495483,0.8935058116912842,0.7703933715820312,0.7434999942779541,0.7360000014305115,0.5565000176429749,0.7135000228881836
split2,2022-09-13,5,1000004,ternary,100,20,big,Softmax,0.9294823705926482,0.955471396446228,0.8684422969818115,0.8339614868164062,0.9007092118263245,0.12678170204162598,0.5232558250427246,0.39197298884391785,0.38259565830230713,0.9987204074859619,0.9991788864135742,0.9469141960144043,0.9816046953201294,0.0035000001080334187,0.0005000000237487257,0.34950000047683716,0.10700000077486038

split3,2022-09-15,1,1000000,ternary,100,20,big,Softmax,0.929588303193536,0.9361870288848877,0.9133625626564026,0.77501380443573,0.8839308023452759,0.19622932374477386,0.33512890338897705,0.7745286822319031,0.45786839723587036,0.9324830770492554,0.9591850638389587,0.9373918771743774,0.9430199265480042,0.3431818187236786,0.2390909045934677,0.4031818211078644,0.3245454430580139
split3,2022-09-15,2,1000001,ternary,100,20,big,Softmax,0.9215082724124664,0.9356420040130615,0.9183309078216553,0.7906054258346558,0.8897916674613953,0.16352443397045135,0.2081569880247116,0.6698729991912842,0.4536360204219818,0.8732103109359741,0.959695041179657,0.9438363313674927,0.925580620765686,0.47545453906059265,0.23181818425655365,0.32863637804985046,0.38181817531585693
split3,2022-09-15,3,1000002,ternary,100,20,big,Softmax,0.9245863793766833,0.9191367030143738,0.9023391008377075,0.811863899230957,0.8837722539901733,0.26894959807395935,0.34282416105270386,0.4590227007865906,0.40207773447036743,0.8058710694313049,0.8018473386764526,0.8784402012825012,0.8287194967269897,0.5813636183738708,0.5990909337997437,0.5618181824684143,0.5813636183738708
split3,2022-09-15,4,1000003,ternary,100,20,big,Softmax,0.9242016160061562,0.9332417249679565,0.8522816896438599,0.7997909188270569,0.8674060106277466,0.17506733536720276,0.6383224129676819,0.5636783242225647,0.5390534996986389,0.957570493221283,0.9414845705032349,0.924795925617218,0.9412835836410522,0.19590909779071808,0.3163636326789856,0.442727267742157,0.32227271795272827
